subj,sport,gender,orientation,age,education,race,hispanic_or_latino,Running,CrossFit,Rock climbing,Yoga/Pilates,Cycling,Weightlifting,Hiking,Swimming,Other (please specify),duration,frequency,percent women,current_frame_size,ideal_frame_size,diff,current_thinness,current_tone,current_size
6011,Running,Male,1-Attracted to women exclusively,28,16,"White, Caucasian",No,No,No,No,No,No,No,No,No,,1-3 years,Four days a week,I do not run with other people.,,5,,,,
6012,Running,Male,1-Attracted to women exclusively,29,16,"White, Caucasian",No,Yes,No,No,No,Yes,No,Yes,No,,10 or more years,Two days a week,I do not run with other people.,,5,,,,
6013,Running,Male,1-Attracted to women exclusively,39,17,"White, Caucasian",No,Yes,No,Yes,No,No,No,Yes,No,,1-3 years,Five days a week,Less than 25%,,4,,,,
6014,Running,Male,1-Attracted to women exclusively,20,13,"White, Caucasian",No,Yes,No,No,Yes,Yes,Yes,No,No,,Less than 1 year,Three days a week,I do not run with other people.,,4,,,,
6015,Running,Male,1-Attracted to women exclusively,20,15,Other,Yes,Yes,No,No,No,Yes,No,No,No,,1-3 years,Four days a week,Less than 25%,,4,,,,
6016,Running,Male,1-Attracted to women exclusively,24,12,"White, Caucasian",No,Yes,No,No,No,No,Yes,Yes,Yes,,1-3 years,Six days a week,About 50%,,3,,,,
6017,Running,Male,1-Attracted to women exclusively,38,14,"White, Caucasian",No,Yes,No,No,No,No,No,No,No,,Less than 1 year,Five days a week,I do not run with other people.,,3,,,,
6018,Running,Male,1-Attracted to women exclusively,24,16,Asian,No,Yes,No,No,No,No,Yes,Yes,No,,Less than 1 year,Three days a week,About 25%,,4,,,,
6019,Running,Male,1-Attracted to women exclusively,26,16,"White, Caucasian",No,Yes,No,No,No,No,No,No,No,,1-3 years,Four days a week,About 25%,,2,,,,
6020,Running,Male,1-Attracted to women exclusively,20,12,"White, Caucasian",No,Yes,No,Yes,No,No,Yes,Yes,No,,4-6 years,Three days a week,I do not run with other people.,,2,,,,
6021,Running,Male,1-Attracted to women exclusively,33,16,"White, Caucasian",Yes,Yes,Yes,No,No,No,No,Yes,No,,7-9 years,Five days a week,I do not run with other people.,,3,,,,
6022,Running,Male,1-Attracted to women exclusively,29,16,Asian,No,Yes,No,No,No,No,No,No,No,Badminton,Less than 1 year,Five days a week,I do not run with other people.,,4,,,,
6023,Running,Male,1-Attracted to women exclusively,19,13,Asian,No,Yes,No,No,No,Yes,Yes,No,Yes,,1-3 years,Four days a week,I do not run with other people.,,2,,,,
6024,Running,Male,1-Attracted to women exclusively,28,22,"White, Caucasian",No,Yes,No,Yes,No,Yes,Yes,Yes,No,,10 or more years,Five days a week,I do not run with other people.,,3,,,,
6025,Running,Male,1-Attracted to women exclusively,20,13,Asian,No,Yes,No,No,No,Yes,Yes,Yes,No,Walking,7-9 years,One day a week,I do not run with other people.,,1,,,,
6026,Running,Male,2-Attracted to women more than men,27,17,"White, Caucasian",No,Yes,No,No,No,No,No,No,No,,7-9 years,Five days a week,Less than 25%,,2,,,,
6027,Running,Male,1-Attracted to women exclusively,37,18,"White, Caucasian",No,Yes,No,No,No,No,Yes,Yes,Yes,,10 or more years,Five days a week,About 50%,,5,,,,
6028,Running,Male,1-Attracted to women exclusively,29,16,"White, Caucasian",No,Yes,No,No,No,Yes,No,No,No,,1-3 years,Four days a week,I do not run with other people.,,4,,,,
6029,Running,Male,4-Attracted to men more than women,19,14,"White, Caucasian",No,Yes,No,No,No,No,No,No,Yes,,1-3 years,Seven days a week,Less than 25%,,1,,,,
6030,Running,Male,1-Attracted to women exclusively,25,17,"White, Caucasian",No,Yes,No,No,No,Yes,Yes,Yes,No,,1-3 years,Five days a week,I do not run with other people.,,3,,,,
6031,Running,Male,1-Attracted to women exclusively,18,12,"White, Caucasian",No,Yes,No,Yes,No,No,No,Yes,No,,1-3 years,Three days a week,I do not run with other people.,,5,,,,
6032,Running,Male,1-Attracted to women exclusively,25,18,"White, Caucasian",No,Yes,No,No,No,No,No,Yes,No,,1-3 years,Six days a week,Less than 25%,,2,,,,
6033,Running,Male,1-Attracted to women exclusively,38,16,"White, Caucasian",No,Yes,No,No,No,Yes,No,Yes,Yes,soccer,10 or more years,Six days a week,Less than 25%,,3,,,,
6034,Running,Male,1-Attracted to women exclusively,34,16,"White, Caucasian",No,Yes,No,No,Yes,No,No,No,Yes,,1-3 years,Three days a week,I do not run with other people.,,6,,,,
6035,Running,Male,1-Attracted to women exclusively,30,16,"White, Caucasian",No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,"Baseball, basketball, skiing",7-9 years,Seven days a week,Less than 25%,,1,,,,
6036,Running,Male,1-Attracted to women exclusively,48,16,"White, Caucasian",No,Yes,No,No,No,Yes,No,Yes,No,,1-3 years,Five days a week,I do not run with other people.,,5,,,,
6037,Running,Male,1-Attracted to women exclusively,27,20,"White, Caucasian",No,Yes,No,No,Yes,Yes,Yes,Yes,No,,10 or more years,Seven days a week,About 25%,,4,,,,
6038,Running,Male,1-Attracted to women exclusively,30,13,"Native Hawaiian, Other Pacific Islander",No,Yes,No,No,No,No,Yes,Yes,No,,Less than 1 year,Five days a week,Less than 25%,,4,,,,
6039,Running,Male,1-Attracted to women exclusively,25,16,Asian,No,Yes,No,No,No,No,Yes,Yes,No,,1-3 years,Three days a week,About 50%,,3,,,,
6040,Running,Male,1-Attracted to women exclusively,23,15,Other,Yes,Yes,No,No,No,No,No,No,Yes,,1-3 years,Five days a week,About 25%,,4,,,,
6041,Running,Male,1-Attracted to women exclusively,27,16,"White, Caucasian",No,Yes,No,Yes,No,Yes,Yes,Yes,No,,1-3 years,Five days a week,I do not run with other people.,,5,,,,
6042,Running,Male,1-Attracted to women exclusively,29,15,"White, Caucasian",Yes,Yes,No,No,No,No,No,No,No,,1-3 years,Five days a week,I do not run with other people.,,4,,,,
6043,Running,Male,1-Attracted to women exclusively,25,18,"White, Caucasian",No,Yes,No,No,Yes,No,Yes,No,No,,1-3 years,Three days a week,I do not run with other people.,,2,,,,
6044,Running,Male,1-Attracted to women exclusively,24,14,"White, Caucasian",No,Yes,No,No,No,No,Yes,Yes,Yes,,4-6 years,Seven days a week,Less than 25%,,2,,,,
6045,Running,Male,1-Attracted to women exclusively,30,16,"White, Caucasian",No,Yes,No,No,No,Yes,Yes,Yes,No,,1-3 years,Four days a week,I do not run with other people.,,5,,,,
6046,Running,Male,1-Attracted to women exclusively,34,19,"White, Caucasian",No,Yes,No,No,No,Yes,No,No,Yes,Triathlon,4-6 years,Four days a week,I do not run with other people.,,4,,,,
6047,Running,Male,1-Attracted to women exclusively,37,16,"White, Caucasian",No,Yes,No,No,Yes,No,Yes,Yes,No,"Muay Thai, Brazilian Jiu-Jitsu",4-6 years,Six days a week,About 50%,,2,,,,
6048,Running,Male,1-Attracted to women exclusively,21,13,"White, Caucasian",No,Yes,No,No,No,No,Yes,Yes,Yes,,4-6 years,Three days a week,I do not run with other people.,,4,,,,
6049,Running,Male,1-Attracted to women exclusively,35,15,"White, Caucasian",No,Yes,No,Yes,No,Yes,Yes,Yes,No,,1-3 years,Five days a week,I do not run with other people.,,5,,,,
6050,Running,Male,1-Attracted to women exclusively,48,16,"White, Caucasian",No,Yes,No,No,No,No,No,No,No,,10 or more years,Seven days a week,I do not run with other people.,,5,,,,
6051,Running,Male,1-Attracted to women exclusively,34,22,"White, Caucasian",No,Yes,No,Yes,Yes,No,No,No,No,"Tennis, soccer",7-9 years,Three days a week,I do not run with other people.,,3,,,,
6052,Running,Male,1-Attracted to women exclusively,29,16,Asian,No,Yes,No,No,Yes,Yes,No,Yes,No,,4-6 years,Three days a week,I do not run with other people.,,3,,,,
6053,Running,Male,1-Attracted to women exclusively,48,16,"White, Caucasian",No,Yes,No,No,No,No,No,No,No,,1-3 years,Seven days a week,I do not run with other people.,,3,,,,
6054,Running,Male,1-Attracted to women exclusively,20,13,"White, Caucasian",No,Yes,No,No,No,Yes,No,Yes,No,,Less than 1 year,Two days a week,I do not run with other people.,,2,,,,
6055,Running,Male,1-Attracted to women exclusively,24,16,"White, Caucasian",No,Yes,No,No,No,No,Yes,Yes,Yes,,1-3 years,Three days a week,I do not run with other people.,,6,,,,
6056,Running,Male,1-Attracted to women exclusively,25,16,"White, Caucasian",No,Yes,No,No,No,No,Yes,No,Yes,,4-6 years,Five days a week,Less than 25%,,4,,,,
6057,Running,Male,1-Attracted to women exclusively,23,17,"White, Caucasian",No,Yes,No,No,No,No,Yes,No,No,,4-6 years,Three days a week,I do not run with other people.,,3,,,,
6058,Running,Male,1-Attracted to women exclusively,23,18,"White, Caucasian",No,Yes,No,No,No,No,No,No,No,soccer (occasionally),10 or more years,Four days a week,I do not run with other people.,,2,,,,
6059,Running,Male,1-Attracted to women exclusively,31,12,"White, Caucasian",No,Yes,No,No,No,Yes,Yes,Yes,Yes,,10 or more years,Six days a week,I do not run with other people.,,3,,,,
6060,Running,Male,1-Attracted to women exclusively,39,12,"White, Caucasian",No,Yes,No,No,No,No,No,No,No,,Less than 1 year,Five days a week,I do not run with other people.,,6,,,,
6061,Running,Male,1-Attracted to women exclusively,30,15,"White, Caucasian",No,Yes,No,Yes,No,No,No,No,No,,1-3 years,Six days a week,More than 75%,,4,,,,
6062,Running,Male,1-Attracted to women exclusively,39,16,"White, Caucasian",No,Yes,No,No,No,No,No,No,No,,4-6 years,Three days a week,I do not run with other people.,,3,,,,
6063,Running,Male,1-Attracted to women exclusively,28,16,"White, Caucasian",No,Yes,No,No,No,No,Yes,No,No,,4-6 years,Three days a week,I do not run with other people.,,2,,,,
6064,Running,Male,1-Attracted to women exclusively,38,16,"White, Caucasian",No,Yes,No,No,No,No,No,Yes,No,,4-6 years,Three days a week,I do not run with other people.,,5,,,,
6065,Running,Male,1-Attracted to women exclusively,36,16,"White, Caucasian",No,Yes,No,No,No,No,No,No,Yes,,1-3 years,Six days a week,I do not run with other people.,,1,,,,
6066,Running,Male,1-Attracted to women exclusively,36,15,"White, Caucasian",No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Rugby Union Football,4-6 years,Two days a week,I do not run with other people.,,3,,,,
6067,Running,Male,1-Attracted to women exclusively,27,20,"White, Caucasian",No,Yes,No,No,No,Yes,No,No,No,Bodyweight Fitness,1-3 years,Three days a week,I do not run with other people.,,3,,,,
6068,Running,Male,1-Attracted to women exclusively,35,16,"White, Caucasian",No,Yes,No,No,No,Yes,No,No,No,,4-6 years,Four days a week,About 50%,,4,,,,
6069,Running,Male,1-Attracted to women exclusively,20,14,Other,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Body weight strength training,Less than 1 year,Five days a week,I do not run with other people.,,2,,,,
6070,Running,Male,1-Attracted to women exclusively,26,20,"White, Caucasian",No,Yes,No,No,Yes,No,No,Yes,No,,4-6 years,Five days a week,More than 75%,,3,,,,
6071,Running,Male,1-Attracted to women exclusively,19,12,"White, Caucasian",No,Yes,No,No,No,No,Yes,Yes,No,,4-6 years,Five days a week,I do not run with other people.,,7,,,,
6072,Running,Male,1-Attracted to women exclusively,49,16,"White, Caucasian",No,Yes,No,No,No,Yes,No,No,No,,10 or more years,Two days a week,Less than 25%,,4,,,,
6073,Running,Male,1-Attracted to women exclusively,45,16,"White, Caucasian",No,Yes,No,Yes,No,Yes,No,No,Yes,Triathlon,1-3 years,Four days a week,About 50%,,3,,,,
6074,Running,Male,1-Attracted to women exclusively,23,16,"White, Caucasian",No,Yes,No,No,No,No,Yes,No,No,,4-6 years,Four days a week,I do not run with other people.,,3,,,,
6075,Running,Male,1-Attracted to women exclusively,31,16,"White, Caucasian",No,Yes,No,No,No,Yes,No,No,Yes,,10 or more years,Three days a week,I do not run with other people.,,3,,,,
6076,Running,Male,1-Attracted to women exclusively,19,13,"White, Caucasian",No,Yes,No,No,No,Yes,No,No,Yes,,4-6 years,Seven days a week,Less than 25%,,1,,,,
6077,Running,Male,1-Attracted to women exclusively,24,16,Other,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,,7-9 years,Five days a week,I do not run with other people.,,4,,,,
6078,Running,Male,1-Attracted to women exclusively,34,19,"White, Caucasian",No,Yes,No,No,No,No,No,No,No,,4-6 years,Five days a week,About 50%,,4,,,,
6079,Running,Male,1-Attracted to women exclusively,26,16,"White, Caucasian",No,Yes,No,No,No,No,Yes,No,No,Team Sports,1-3 years,Three days a week,Less than 25%,,3,,,,
6080,Running,Male,1-Attracted to women exclusively,22,15,"White, Caucasian",No,Yes,No,No,No,No,Yes,No,No,,4-6 years,Six days a week,About 25%,,4,,,,
6081,Running,Male,1-Attracted to women exclusively,22,16,Asian,No,Yes,No,No,No,No,No,No,No,soccer,1-3 years,Six days a week,I do not run with other people.,,2,,,,
6082,Running,Male,1-Attracted to women exclusively,36,19,"White, Caucasian",No,Yes,No,No,No,Yes,No,No,No,,Less than 1 year,Three days a week,More than 75%,,3,,,,
6083,Running,Male,2-Attracted to women more than men,24,16,"White, Caucasian",No,Yes,No,No,Yes,No,No,No,No,,4-6 years,Four days a week,I do not run with other people.,,3,,,,
6084,Running,Male,1-Attracted to women exclusively,41,18,Asian,No,Yes,No,No,Yes,Yes,No,Yes,No,,7-9 years,Six days a week,About 50%,,5,,,,
6085,Running,Male,1-Attracted to women exclusively,21,14,"White, Caucasian",No,Yes,No,No,No,No,No,No,No,,1-3 years,Three days a week,Less than 25%,,4,,,,
6086,Running,Male,1-Attracted to women exclusively,26,17,"White, Caucasian",No,Yes,No,No,No,No,No,No,No,,10 or more years,Seven days a week,Less than 25%,,5,,,,
6087,Running,Male,1-Attracted to women exclusively,23,16,Other,No,Yes,No,No,No,No,No,No,No,,10 or more years,Seven days a week,About 50%,,3,,,,
6088,Running,Male,1-Attracted to women exclusively,25,19,"White, Caucasian",No,Yes,No,No,No,No,No,No,No,,Less than 1 year,Three days a week,I do not run with other people.,,3,,,,
6089,Running,Male,1-Attracted to women exclusively,27,16,"White, Caucasian",No,Yes,No,No,Yes,No,Yes,No,No,,10 or more years,Seven days a week,I do not run with other people.,,3,,,,
6090,Running,Male,1-Attracted to women exclusively,24,16,"White, Caucasian",No,Yes,No,No,No,No,No,Yes,Yes,,1-3 years,Four days a week,I do not run with other people.,,3,,,,
6091,Running,Male,1-Attracted to women exclusively,29,16,"White, Caucasian",No,Yes,No,No,No,No,No,Yes,Yes,,4-6 years,Two days a week,I do not run with other people.,,4,,,,
6092,Running,Male,1-Attracted to women exclusively,33,18,Other,No,Yes,No,No,No,No,No,No,No,Body weight strength training,1-3 years,Five days a week,About 50%,,3,,,,
6093,Running,Male,1-Attracted to women exclusively,28,18,"White, Caucasian",No,Yes,No,No,No,No,No,Yes,No,,4-6 years,Five days a week,About 25%,,3,,,,
6094,Running,Male,1-Attracted to women exclusively,20,14,"White, Caucasian",No,Yes,No,No,No,No,No,Yes,No,,10 or more years,Six days a week,Less than 25%,,3,,,,
6095,Running,Male,1-Attracted to women exclusively,36,22,"White, Caucasian",No,Yes,No,No,Yes,Yes,Yes,No,No,,7-9 years,Four days a week,I do not run with other people.,,3,,,,
6096,Running,Male,1-Attracted to women exclusively,31,18,"White, Caucasian",No,Yes,No,No,No,No,Yes,No,No,Soccer,4-6 years,Four days a week,I do not run with other people.,,1,,,,
6097,Running,Male,1-Attracted to women exclusively,18,12,Other,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,,1-3 years,Three days a week,About 75%,,3,,,,
6098,Running,Male,1-Attracted to women exclusively,19,12,"White, Caucasian",No,Yes,No,No,No,Yes,Yes,Yes,Yes,,Less than 1 year,Three days a week,I do not run with other people.,,4,,,,
6099,Running,Male,1-Attracted to women exclusively,28,16,"White, Caucasian",No,Yes,No,No,Yes,Yes,Yes,No,No,,7-9 years,Seven days a week,About 50%,,5,,,,
6100,Running,Male,1-Attracted to women exclusively,32,16,Other,No,Yes,No,No,Yes,Yes,Yes,Yes,No,,4-6 years,Four days a week,I do not run with other people.,,3,,,,
6101,Running,Male,1-Attracted to women exclusively,20,14,Other,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,,4-6 years,Seven days a week,Less than 25%,,3,,,,
6102,Running,Male,1-Attracted to women exclusively,26,17,"White, Caucasian",No,Yes,No,No,No,No,No,Yes,No,,1-3 years,Five days a week,About 75%,,2,,,,
6103,Running,Male,1-Attracted to women exclusively,20,14,"White, Caucasian",No,Yes,No,No,No,Yes,Yes,No,No,,7-9 years,Six days a week,About 25%,,6,,,,
6104,Running,Male,1-Attracted to women exclusively,24,16,"White, Caucasian",No,Yes,No,No,No,Yes,Yes,No,No,,1-3 years,Four days a week,Less than 25%,,4,,,,
6105,Running,Male,1-Attracted to women exclusively,21,17,"White, Caucasian",No,Yes,No,No,No,Yes,Yes,No,No,,1-3 years,Four days a week,I do not run with other people.,,4,,,,
6106,Running,Male,1-Attracted to women exclusively,24,16,"White, Caucasian",No,Yes,No,No,No,Yes,No,Yes,No,,1-3 years,Four days a week,I do not run with other people.,,2,,,,
6107,Running,Male,1-Attracted to women exclusively,22,15,"White, Caucasian",No,Yes,No,No,No,Yes,Yes,Yes,No,,1-3 years,Three days a week,Less than 25%,,4,,,,
6108,Running,Male,2-Attracted to women more than men,37,18,"White, Caucasian",No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,bodyweight fitness,1-3 years,Four days a week,I do not run with other people.,,4,,,,
6109,Running,Male,1-Attracted to women exclusively,39,18,"White, Caucasian",No,Yes,No,No,No,No,No,No,No,,1-3 years,Seven days a week,About 50%,,6,,,,
6110,Running,Male,1-Attracted to women exclusively,21,18,Asian,No,Yes,No,No,No,No,No,No,No,,Less than 1 year,Four days a week,I do not run with other people.,,3,,,,
6111,Running,Male,1-Attracted to women exclusively,27,15,Asian,No,Yes,No,No,Yes,No,Yes,No,No,Boxing,Less than 1 year,Six days a week,I do not run with other people.,,4,,,,
6112,Running,Male,1-Attracted to women exclusively,29,22,"White, Caucasian",No,Yes,No,No,No,No,No,No,No,,10 or more years,Seven days a week,Less than 25%,,1,,,,
6113,Running,Male,1-Attracted to women exclusively,18,11,"White, Caucasian",No,Yes,No,No,No,Yes,Yes,No,Yes,,7-9 years,Six days a week,Less than 25%,,2,,,,
6114,Running,Male,1-Attracted to women exclusively,23,15,"White, Caucasian",No,Yes,No,No,No,No,Yes,Yes,Yes,,Less than 1 year,Seven days a week,I do not run with other people.,,5,,,,
6115,Running,Male,2-Attracted to women more than men,32,16,"White, Caucasian",No,Yes,No,No,No,No,No,No,No,,Less than 1 year,Four days a week,I do not run with other people.,,3,,,,
6116,Running,Male,1-Attracted to women exclusively,28,16,"White, Caucasian",No,Yes,No,No,Yes,No,Yes,No,No,Basketball,1-3 years,Four days a week,I do not run with other people.,,3,,,,
6117,Running,Male,1-Attracted to women exclusively,23,15,"White, Caucasian",No,Yes,No,No,No,No,No,No,No,,7-9 years,Six days a week,I do not run with other people.,,2,,,,
6118,Running,Male,1-Attracted to women exclusively,26,16,"White, Caucasian",No,Yes,No,No,No,Yes,Yes,Yes,No,,10 or more years,Seven days a week,Less than 25%,,3,,,,
6119,Running,Male,1-Attracted to women exclusively,22,14,Asian,No,Yes,No,No,No,No,Yes,Yes,No,,4-6 years,Five days a week,Less than 25%,,3,,,,
6120,Running,Male,1-Attracted to women exclusively,22,15,"White, Caucasian",No,Yes,No,No,No,Yes,No,Yes,No,,7-9 years,Six days a week,Less than 25%,,3,,,,
6121,Running,Male,1-Attracted to women exclusively,28,18,"White, Caucasian",No,Yes,No,No,Yes,Yes,No,Yes,Yes,,7-9 years,Five days a week,I do not run with other people.,,3,,,,
6122,Running,Male,1-Attracted to women exclusively,31,16,"White, Caucasian",No,Yes,No,Yes,No,No,No,Yes,No,,4-6 years,Three days a week,I do not run with other people.,,5,,,,
6123,Running,Male,1-Attracted to women exclusively,40,18,Other,No,Yes,No,No,No,No,No,Yes,No,,7-9 years,Six days a week,I do not run with other people.,,4,,,,
6124,Running,Male,1-Attracted to women exclusively,31,19,"White, Caucasian",No,Yes,No,No,No,No,Yes,Yes,Yes,,4-6 years,Six days a week,I do not run with other people.,,5,,,,
6125,Running,Male,1-Attracted to women exclusively,26,16,"White, Caucasian",No,Yes,No,No,No,No,Yes,No,No,,1-3 years,Five days a week,I do not run with other people.,,3,,,,
6126,Running,Male,1-Attracted to women exclusively,27,15,"White, Caucasian",No,Yes,No,No,No,No,Yes,Yes,No,,1-3 years,Seven days a week,I do not run with other people.,,2,,,,
6127,Running,Male,1-Attracted to women exclusively,19,12,"White, Caucasian",No,Yes,No,No,No,No,Yes,Yes,No,,1-3 years,Seven days a week,About 50%,,3,,,,
6128,Running,Male,1-Attracted to women exclusively,58,16,"White, Caucasian",No,Yes,No,No,No,No,No,No,No,,10 or more years,Seven days a week,Less than 25%,,7,,,,
6129,Running,Male,1-Attracted to women exclusively,36,14,"White, Caucasian",No,Yes,No,No,No,No,Yes,Yes,No,,1-3 years,Five days a week,About 75%,,3,,,,
6130,Running,Male,1-Attracted to women exclusively,20,15,"White, Caucasian",No,Yes,No,No,No,No,No,No,Yes,,7-9 years,Seven days a week,Less than 25%,,4,,,,
6131,Running,Male,1-Attracted to women exclusively,41,20,"White, Caucasian",No,Yes,No,No,No,No,Yes,Yes,No,,4-6 years,Three days a week,I do not run with other people.,,4,,,,
6132,Running,Male,1-Attracted to women exclusively,53,16,"White, Caucasian",No,Yes,Yes,No,No,Yes,Yes,Yes,No,,1-3 years,Five days a week,About 75%,,2,,,,
6133,Running,Male,1-Attracted to women exclusively,19,12,"White, Caucasian",No,Yes,No,No,No,No,Yes,Yes,No,,1-3 years,Seven days a week,Less than 25%,,3,,,,
6134,Running,Male,1-Attracted to women exclusively,37,17,"White, Caucasian",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,7-9 years,Five days a week,About 50%,,< 1,,,,
6135,Running,Male,1-Attracted to women exclusively,63,18,"White, Caucasian",No,Yes,No,No,No,Yes,No,Yes,Yes,,7-9 years,Seven days a week,About 75%,,3,,,,
6136,Running,Male,1-Attracted to women exclusively,51,14,"White, Caucasian",No,Yes,No,No,No,No,Yes,No,No,,4-6 years,Five days a week,About 50%,,3,,,,
6137,Running,Male,1-Attracted to women exclusively,25,19,"White, Caucasian",No,Yes,No,No,No,Yes,Yes,Yes,No,Ultimate Frisbee,10 or more years,Six days a week,Less than 25%,,2,,,,
6138,Running,Male,1-Attracted to women exclusively,47,19,"White, Caucasian",No,Yes,No,No,No,No,No,No,Yes,,4-6 years,Six days a week,About 50%,,4,,,,
6139,Running,Male,1-Attracted to women exclusively,19,13,"White, Caucasian",No,Yes,No,No,No,No,Yes,No,No,,4-6 years,Seven days a week,Less than 25%,,2,,,,
6140,Running,Male,2-Attracted to women more than men,19,12,"White, Caucasian",No,Yes,No,No,No,No,Yes,No,No,,10 or more years,Seven days a week,About 50%,,5,,,,
6141,Running,Male,1-Attracted to women exclusively,30,19,"White, Caucasian",No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,,4-6 years,Seven days a week,About 50%,,2,,,,
6142,Running,Male,1-Attracted to women exclusively,23,16,"White, Caucasian",No,Yes,No,No,No,No,No,No,No,,10 or more years,Three days a week,Less than 25%,,3,,,,
6143,Running,Male,1-Attracted to women exclusively,32,22,"White, Caucasian",No,Yes,No,No,No,No,No,No,No,,10 or more years,Five days a week,I do not run with other people.,,6,,,,
6144,Running,Male,1-Attracted to women exclusively,69,15,"White, Caucasian",No,Yes,No,No,No,Yes,No,No,No,,7-9 years,Five days a week,I do not run with other people.,,4,,,,
6145,Running,Male,1-Attracted to women exclusively,48,16,"White, Caucasian",No,Yes,No,No,No,No,No,Yes,Yes,,4-6 years,Five days a week,About 50%,,2,,,,
6146,Running,Male,1-Attracted to women exclusively,47,16,"White, Caucasian",No,Yes,No,No,No,Yes,No,No,No,,10 or more years,Six days a week,Less than 25%,,1,,,,
6147,Running,Male,1-Attracted to women exclusively,20,14,"White, Caucasian",No,Yes,No,No,No,No,No,No,No,,7-9 years,Seven days a week,About 50%,,3,,,,
6148,Running,Male,1-Attracted to women exclusively,46,16,"White, Caucasian",No,Yes,No,No,No,No,No,No,No,,10 or more years,Seven days a week,Less than 25%,,4,,,,
6149,Running,Male,1-Attracted to women exclusively,36,20,Asian,No,Yes,No,No,No,Yes,No,Yes,No,,4-6 years,Four days a week,I do not run with other people.,,4,,,,
6150,Running,Male,1-Attracted to women exclusively,41,17,"White, Caucasian",No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,,10 or more years,Three days a week,I do not run with other people.,,5,,,,
6151,Running,Male,1-Attracted to women exclusively,47,21,"White, Caucasian",No,Yes,No,No,Yes,No,No,No,No,Skiing (downhill),7-9 years,Four days a week,About 50%,,2,,,,
6152,Running,Male,1-Attracted to women exclusively,54,16,"White, Caucasian",No,Yes,No,No,No,No,No,No,No,,10 or more years,Seven days a week,Less than 25%,,7,,,,
6153,Running,Male,1-Attracted to women exclusively,26,18,"White, Caucasian",No,Yes,No,No,No,Yes,Yes,Yes,No,,10 or more years,Seven days a week,Less than 25%,,3,,,,
6154,Running,Male,1-Attracted to women exclusively,57,22,"White, Caucasian",No,Yes,No,No,No,No,No,No,No,,10 or more years,Four days a week,About 50%,,2,,,,
6155,Running,Male,1-Attracted to women exclusively,30,18,"White, Caucasian",Yes,Yes,No,No,No,No,Yes,No,No,,4-6 years,Four days a week,I do not run with other people.,,5,,,,
6156,Running,Male,1-Attracted to women exclusively,38,16,"White, Caucasian",Yes,Yes,No,No,No,No,No,No,No,,10 or more years,Seven days a week,I do not run with other people.,,3,,,,
6157,Running,Male,1-Attracted to women exclusively,51,18,"White, Caucasian",No,Yes,No,No,No,Yes,Yes,Yes,No,,10 or more years,Seven days a week,More than 75%,,1,,,,
6158,Running,Male,1-Attracted to women exclusively,31,16,"White, Caucasian",No,Yes,No,Yes,No,No,No,Yes,No,,10 or more years,Four days a week,I do not run with other people.,,2,,,,
6159,Running,Male,1-Attracted to women exclusively,51,12,"White, Caucasian",No,Yes,No,Yes,No,No,Yes,No,Yes,,4-6 years,Six days a week,Less than 25%,,6,,,,
6160,Running,Male,1-Attracted to women exclusively,34,19,"White, Caucasian",No,Yes,No,Yes,No,Yes,No,Yes,No,,1-3 years,Six days a week,Less than 25%,,3,,,,
6161,Running,Male,1-Attracted to women exclusively,23,16,"White, Caucasian",No,Yes,No,No,No,No,No,No,No,,7-9 years,Seven days a week,Less than 25%,,2,,,,
6162,Running,Male,1-Attracted to women exclusively,53,13,"White, Caucasian",No,Yes,No,No,No,No,Yes,Yes,No,,10 or more years,Five days a week,I do not run with other people.,,1,,,,
6163,Running,Male,1-Attracted to women exclusively,24,18,"White, Caucasian",No,Yes,No,No,No,Yes,Yes,No,Yes,,10 or more years,Seven days a week,Less than 25%,,1,,,,
6164,Running,Male,1-Attracted to women exclusively,59,16,"White, Caucasian",No,Yes,No,No,No,No,No,Yes,No,Golf,10 or more years,Six days a week,Less than 25%,,2,,,,
6165,Running,Male,1-Attracted to women exclusively,48,16,"White, Caucasian",No,Yes,No,No,No,No,No,No,No,,10 or more years,Four days a week,I do not run with other people.,,3,,,,
6166,Running,Male,1-Attracted to women exclusively,53,22,"White, Caucasian",No,Yes,No,No,No,No,Yes,Yes,No,,10 or more years,Six days a week,More than 75%,,6,,,,
6167,Running,Male,1-Attracted to women exclusively,52,17,"White, Caucasian",No,Yes,Yes,No,No,Yes,Yes,No,No,,7-9 years,Three days a week,I do not run with other people.,,4,,,,
6168,Running,Male,1-Attracted to women exclusively,64,16,"White, Caucasian",No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,10 or more years,Five days a week,I do not run with other people.,,3,,,,
